movie_id,budget,original_language,popularity,release_date,runtime,runtime_cat,revenue,sw_lang_en,sw_web_presence,sw_has_poster,sw_tagline,keyword_cnt,release_year,release_month,high_release_month,release_day,seasonality,sw_collection,producers_cnt,countries_cnt,lang_US,lang_FR,lang_RU,lang_ES,lang_JA,keywords_cnt,actor0_movies_cnt,actor0_movies_5y_cnt,actor1_movies_cnt,actor1_movies_5y_cnt,actor2_movies_cnt,actor2_movies_5y_cnt,sw_female_actor0,sw_female_actor1,sw_female_actor2,sw_male_actor0,sw_male_actor1,sw_male_actor2,actor0_prev_revenue,actor1_prev_revenue,actor2_prev_revenue,director_movies_cnt,director_movies_5y_cnt,genre_adventure,genre_fantasy,genre_animation,genre_drama,genre_horror,genre_action,genre_comedy,genre_history,genre_western,genre_thriller,genre_crime,genre_documentary,genre_science_fiction,genre_mystery,genre_music,genre_romance,genre_family,genre_war,genre_foreign,depart_Art,depart_Camera,depart_Crew,depart_Custom_Mkup,depart_Directing,depart_Editing,depart_Lighting,depart_Production,depart_Sound,depart_Visual_Effects,depart_Writing,depart_Art_female,depart_Camera_female,depart_Crew_female,depart_Custom_Mkup_female,depart_Directing_female,depart_Editing_female,depart_Lighting_female,depart_Production_female,depart_Sound_female,depart_Visual_Effects_female,depart_Writing_female,overview
1790,2500000,en,11.591462,1963-03-28,119,Large,11403529,1,0,1,1,22,1963,3,0,28,-7149862,0,1,1,1,0,0,0,0,22,0,0,1,1,0,0,1,0,1,0,1,0,,,,15,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,3,2,1,0,2,1,0,2,0,0,0,3,0,0,0,0,0,0,1,"Chic socialite Melanie Daniels enjoys a passing flirtation with an eligible attorney in a San Francisco pet shop and, on an impulse, follows him to his hometown bearing a gift of lovebirds. But upon her arrival, the bird population runs amok. Suddenly, the townsfolk face a massive avian onslaught, with the feathered fiends inexplicably attacking people all over Bodega Bay."
1792,2159280,pl,8.651053,2013-10-25,80,Short,15298355,0,0,1,0,5,2013,10,1,25,-28659422,0,9,4,0,0,0,0,0,5,0,0,0,0,0,0,1,1,0,0,0,1,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,4,1,2,1,6,7,2,2,0,0,0,0,0,0,0,0,0,0,0,"Poland, 1962. Anna is a novice, an orphan brought up by nuns in a convent. Before she takes her vows, she is determined to see Wanda, her only living relative. Wanda tells Anna that Anna is Jewish. Both women embark on a journey not only to discover their tragic family story, but who they really are and where they belong, questioning their religions and beliefs."
1793,7000000,en,5.552946,1995-06-09,112,Medium,8349430,1,0,1,1,7,1995,6,0,9,74205073,0,1,3,1,0,0,0,0,7,13,7,6,1,10,4,0,0,0,1,1,1,116700000,,35856053,2,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,0,4,1,0,1,0,0,0,0,0,1,0,0,1,0,0,"Writer Paul Benjamin is nearly hit by a bus when he leaves Auggie Wren's smoke shop. Stranger Rashid Cole  saves his life, and soon middle-aged Paul tells homeless Rashid that he wouldn't mind a short-term housemate. Still grieving over his wife's murder, Paul is moved by both Rashid's quest to reconnect with his father and Auggie's discovery that a woman who might be his daughter is about to give birth."
1795,10831173,en,4.480723,2011-03-18,106,Medium,10654385,1,1,1,1,4,2011,3,0,18,-7149862,0,4,1,1,0,0,0,0,4,23,8,0,0,8,6,0,0,1,1,1,0,294456605,,113020255,2,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,"When down-on-his-luck part-time high school wrestling coach Mike agrees to become legal guardian to an elderly man, his ward's troubled grandson turns out to be a star grappler, sparking dreams of a big win -- until the boy's mother retrieves him."
1796,13360000,it,8.717661,2015-05-20,118,Medium,2000000,0,1,1,0,12,2015,5,0,20,21757736,0,4,4,1,0,0,1,0,12,31,5,30,5,23,5,0,0,1,1,1,0,1004558444,457363168,276572938,3,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"YOUTH explores the lifelong bond between two friends vacationing in a luxury Swiss Alps lodge as they ponder retirement. While Fred has no plans to resume his musical career despite the urging of his loving daughter Lena, Mick is intent on finishing the screenplay for what may be his last important film for his muse Brenda. And where will inspiration lead their younger friend Jimmy, an actor grasping to make sense of his next performance?"
1807,14000000,en,5.113573,2011-09-30,149,Large,46495,1,1,1,0,12,2011,9,1,30,-37667937,0,4,1,1,0,0,0,0,12,12,2,38,13,21,8,1,0,0,0,1,1,459359555,311312624,217764291,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,2,2,4,0,6,5,0,1,0,0,0,1,0,1,0,0,0,0,0,"A young woman witnesses a bus accident, and is caught up in the aftermath, where the question of whether or not it was intentional affects many people's lives."
1821,500000,en,2.317528,2007-01-31,88,Short,220151,1,0,1,1,1,2007,1,0,31,-50746591,1,2,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,10018,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,"A successful male escort describes in a series of confessions his tangled romantic relationships with his two roommates and an older, enigmatic male client."
1794,0,hu,7.970312,2000-07-12,145,Large,25461,0,0,1,0,149,2000,7,0,12,40981593,0,5,1,0,0,0,0,0,149,1,1,0,0,0,0,0,0,1,0,1,0,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,3,0,0,0,0,1,0,0,0,0,0,0,"This story takes place in a small town on the Hungarian Plain. In a provincial town, which is surrounded with nothing else but frost. It is bitterly cold weather ‚Äî without snow. Even in this bewildered cold hundreds of people are standing around the circus tent, which is put up in the main square, to see ‚Äî as the outcome of their wait ‚Äî the chief attraction, the stuffed carcass of a real whale. The people are coming from everywhere. From the neighboring settlings, even from quite far away parts of the country. They are following this clumsy monster as a dumb, faceless, rag-wearing crowd. This strange state of affairs ‚Äî the appearance of the foreigners, the extreme frost ‚Äî disturbs the order of the small town. Ambitious personages of the story feel they can take advantage of this situation. The tension growing to the unbearable is brought to explosion by the figure of the Prince, who is pretending facelessness. Even his mere appearance is enough to break loose destructive emotions..."
1799,5000000,en,6.370495,1983-06-03,113,Medium,34725000,1,0,1,1,12,1983,6,0,3,74205073,0,2,1,1,0,0,0,0,12,3,1,1,0,0,0,0,1,1,1,0,0,27634716,,,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,"Years of treatment at a mental institution for the criminally insane, Norman Bates still can't quite elude the demands of ""Mother."" Vera Miles also returns as the inquisitive woman who is haunted by her sister's brutal murder and the ominous motel where it all occurred."
1800,0,sv,14.38601,2009-09-18,129,Large,66995253,0,1,1,1,8,2009,9,1,18,-37667937,0,8,3,0,1,0,0,0,8,0,0,0,0,1,0,0,1,1,1,0,0,,,2300000,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,2,3,3,2,2,3,1,4,7,3,2,0,0,0,0,1,0,0,0,0,0,0,"Mikael Blomkvist, publisher of Millennium magazine, has made his living exposing the crooked and corrupt practices of establishment Swedish figures. So when a young journalist approaches him with a meticulously researched thesis about sex trafficking in Sweden and those in high office who abuse underage girls, Blomkvist immediately throws himself into the investigation."
1801,5,en,0.00188,1999-01-01,141,Large,135,1,0,1,0,0,1999,1,0,1,-50746591,0,,3,1,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Madame Ranevskaya (Rampling) is a spoiled aging aristocratic lady, who returns from a trip to Paris to face the loss of her magnificent Cherry Orchard estate after a default on the mortgage. In denial, she continues living in the past, deluding herself and her family, while the beautiful cherry trees are being axed down by the re-possessor Lopakhin (Teale), her former serf, who has his own agenda."
1802,3500000,en,0.556435,1998-11-25,90,Short,9247881,1,0,1,0,2,1998,11,0,25,31944703,0,1,1,1,0,0,0,0,2,0,0,1,1,0,0,0,1,1,0,0,0,,25605015,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Jerry Springer stars as more or less himself, the host of a raunchy, controversial and popular Los Angeles talk show which features everyday people with problems and who frequently vent thrir problems on the air."
1803,30000000,en,10.596719,2005-04-22,107,Medium,42886719,1,0,1,1,8,2005,4,0,22,-28405871,0,4,1,1,0,0,0,0,8,6,5,13,7,1,1,0,1,1,1,0,0,96060858,266728738,,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,4,2,2,0,5,12,0,1,1,0,0,1,0,1,0,0,1,0,0,"On a flight from Los Angeles to New York, Oliver and Emily make a connection, only to decide that they are poorly suited to be together. Over the next seven years, however, they are reunited time and time again, they go from being acquaintances to close friends to ... lovers?"
1804,2500,en,0.404753,2007-03-12,78,Short,15425,1,0,1,0,1,2007,3,0,12,-7149862,0,,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,"Jamie is 21. She's from Atlanta. She's come to Brooklyn to visit her friend Samantha, but she can't find her. Jamie meets a stranger named Charlie on the subway and spends 24 hours hanging out with him."
1805,3800000,en,8.070589,2048-01-24,126,Large,4307000,1,0,1,1,11,1948,1,0,24,-50746591,0,1,1,1,0,0,0,0,11,6,0,2,0,2,0,0,0,0,1,1,0,21750000,4307000,4307000,10,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,8,3,3,1,0,3,5,0,2,0,0,0,0,0,0,0,0,0,0,0,"Fred C. Dobbs and Bob Curtin, both down on their luck in Tampico, Mexico in 1925, meet up with a grizzled prospector named Howard and decide to join with him in search of gold in the wilds of central Mexico. Through enormous difficulties, they eventually succeed in finding gold, but bandits, the elements, and most especially greed threaten to turn their success into disaster."
1806,0,en,10.274376,1990-08-10,112,Medium,33461269,1,0,1,1,7,1990,8,1,10,-33273015,0,2,1,1,0,0,0,0,7,11,2,5,4,3,3,0,0,1,1,1,0,120207127,5979011,27734391,2,2,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,2,0,9,1,0,3,0,0,0,0,0,0,0,2,0,0,0,"Air America was the CIA's private airline operating in Laos during the Vietnam War, running anything and everything from soldiers to foodstuffs for local villagers. After losing his pilot's license, Billy Covington is recruited into it, and ends up in the middle of a bunch of lunatic pilots, gun-running by his friend Gene Ryack, and opium smuggling by his own superiors."
1824,1500000,en,8.708789,2007-10-01,86,Short,173066,1,1,1,1,2,2007,10,1,1,-28659422,0,2,1,1,0,0,0,0,2,13,2,0,0,10,2,0,0,0,1,0,1,152022101,,178051587,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,B Movie Legend Bruce Campbell is mistaken for his character Ash from the Evil Dead trilogy and forced to fight a real monster in a small town in Oregon.
1825,19000000,en,2.824367,1964-03-24,188,Large,4750000,1,0,1,1,2,1964,3,0,24,-7149862,0,1,1,1,0,0,0,0,2,2,0,1,1,2,1,1,0,0,0,1,1,30000000,146900000,27200000,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,4,1,0,2,1,1,0,3,1,0,4,0,0,0,0,0,0,0,1,0,0,0,"Drawn from the same events that later inspired Gladiator, the film charts the power-hungry greed and father-son betrayal that led to Rome's collapse at the bloody hands of the Barbarians."
1808,4000000,sv,7.274237,2008-01-26,115,Medium,10785801,0,1,1,1,11,2008,1,0,26,-50746591,0,1,1,0,0,0,0,0,11,0,0,0,0,0,0,0,1,0,0,0,1,,,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,2,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"Set in 1982 in the suburb of Blackeberg, Stockholm, twelve-year-old Oskar is a lonely outsider, bullied at school by his classmates; at home, Oskar dreams of revenge against a trio of bullies. He befriends his twelve-year-old, next-door neighbor Eli, who only appears at night in the snow-covered playground outside their building."
1809,0,en,1.512013,2002-10-22,150,Large,217201,1,0,1,0,4,2002,10,1,22,-28659422,0,1,1,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,2,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Documentary depicts what happened in Rio de Janeiro on June 12th 2000, when bus 174 was taken by an armed young man, threatening to shoot all the passengers. Transmitted live on all Brazilian TV networks, this shocking and tragic-ending event became one of violence's most shocking portraits, and one of the scariest examples of police incompetence and abuse in recent years."
1810,135000000,en,11.72545,2006-07-27,134,Large,163794509,1,0,1,1,4,2006,7,0,27,40981593,0,5,4,1,0,0,1,0,4,6,4,11,11,2,2,0,0,1,1,1,0,217764291,358372926,162242962,8,2,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,4,9,4,4,4,7,0,9,16,6,2,0,0,0,1,1,0,0,1,1,0,0,Miami Vice is a feature film based on the 1980s action drama TV series. The film tells the story of vice detectives Crockett and Tubbs and how their personal and professional lives are dangerously getting mixed.
1811,0,fr,5.337351,2012-10-08,111,Medium,2293798,0,0,1,0,2,2012,10,1,8,-28659422,0,1,1,0,1,0,0,0,2,2,0,0,0,0,0,0,1,0,1,0,1,44566,,,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,4,1,0,2,0,0,0,1,0,0,0,1,0,0,0,"The Cv¥te d‚ÄôAzur. 1915. In his twilight years, Pierre-Auguste Renoir is tormented by the loss of his wife, the pains of arthritic old age and the terrible news that his son Jean has been wounded in action. But when a young girl miraculously enters his world, the old painter is filled with a new, wholly unexpected energy. Blazing with life, radiantly beautiful, Andrv©e will become his last model, and the wellspring of a remarkable rejuvenation. Back at the family home to convalesce, Jean too falls under the spell of the new, redheaded star in the Renoir firmament. In their Mediterranean Eden - and in the face of his father's fierce opposition - he falls in love with this wild, untameable spirit... and as he does so, within weak-willed, battle-shaken Jean, a filmmaker begins to grow."
1812,200000000,en,20.818907,2003-07-02,109,Medium,435000000,1,0,1,1,14,2003,7,0,2,40981593,0,6,3,1,0,0,0,0,14,22,3,3,2,10,4,0,0,1,1,1,0,261317921,24760338,41597830,2,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,19,6,40,13,4,5,5,24,13,7,8,1,0,0,2,0,0,0,5,1,0,1,"It's been 10 years since John Connor saved Earth from Judgment Day, and he's now living under the radar, steering clear of using anything Skynet can trace. That is, until he encounters T-X, a robotic assassin ordered to finish what T-1000 started. Good thing Connor's former nemesis, the Terminator, is back to aid the now-adult Connor ‚Ä¶ just like he promised."
1813,0,en,11.106754,1985-10-11,121,Large,14393902,1,1,1,1,2,1985,10,1,11,-28659422,0,1,1,1,0,0,0,0,2,2,2,0,0,7,5,0,0,0,1,1,1,27900000,,85313124,7,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,3,1,0,3,0,0,0,0,0,0,0,0,0,0,0,"When a street-smart NYPD cop (Fred Ward) regains consciousness after a bizarre mugging, he has a new face and a new identity! Now he's Remo Williams, the #1 recruit of a top-secret organization, and he's toppling evil at every turn ‚Äì even atop the Statue of Liberty! Trained by a quirky Korean martial arts master (Joel Grey) to dodge bullets, brave terrifying heights and thwart attackers with his bare hands, Remo becomes the ultimate criminal exterminator. But when he faces off against a corrupt millionaire and his army of henchmen, the real adventure begins!"
1814,0,cn,5.917685,2008-01-30,86,Short,47301471,0,0,1,1,3,2008,1,0,30,-50746591,0,1,1,0,0,0,0,0,3,3,1,0,0,0,0,0,0,1,1,0,0,100914445,,,2,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Ti, a really poor construction worker that struggles to keep his son, Dicky, in private school, mistakes an orb he finds in a junkjard for a toy which proves to be much, much more once the young boy starts to play with it."
1816,48000000,en,8.338222,2000-12-27,147,Large,207515725,1,0,1,1,10,2000,12,1,27,32322910,0,5,2,1,0,0,1,0,10,15,3,12,6,5,2,0,0,0,1,1,1,352927224,156167015,2850263,3,3,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,5,1,0,7,2,1,0,5,2,0,2,1,0,0,3,1,0,0,3,0,0,0,"An exploration of the United States of America's war on drugs from multiple perspectives. For the new head of the Office of National Drug Control Policy, the war becomes personal when he discovers his well-educated daughter is abusing cocaine within their comfortable suburban home. In Mexico, a flawed, but noble policeman agrees to testify against a powerful general in league with a cartel, and in San Diego, a drug kingpin's sheltered trophy wife must learn her husband's ruthless business after he is arrested, endangering her luxurious lifestyle."
1817,0,en,6.328119,2012-06-15,106,Medium,288312,1,0,1,1,1,2012,6,0,15,74205073,0,1,1,1,0,0,0,0,1,7,1,3,0,17,4,0,0,0,1,1,1,,10229331,108000000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"SOMETHING FROM NOTHING: THE ART OF RAP is a feature length performance documentary about the runaway juggernaut that is Rap music. At the wheel of this unstoppable beast is the film's director and interviewer Ice-T. Taking us on a deeply personal journey Ice-T uncovers how this music of the street has grown to dominate the world. Along the way Ice-T meets a whole spectrum of Hip-Hop talent, from founders, to new faces, to the global superstars like Eminem, Dr Dre, Snoop Dogg and Kanye West. He exposes the roots and history of Rap and then, through meeting many of its most famous protagonists, studies the living mechanism of the music to reveal 'The Art Of Rap'. This extraordinary film features unique performances from the entire cast, without resorting to archive material, to build a fresh and surprising take on the phenomenon that is Rap."
1818,2000000,it,1.188935,2003-05-14,89,Short,33700,0,0,1,0,1,2003,5,0,14,21757736,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,,,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,The story concerns a hapless civil servant who gets more than he bargained for when he moves into an apartment with a gay fashion student and finds himself on the catwalk. The film sets out to explore the difficulties for young people in keeping their identities in a fast moving culture of drugs and clubs.
1819,120000000,en,14.072511,2002-05-15,142,Large,649398328,1,1,1,1,17,2002,5,0,15,21757736,0,1,1,1,0,0,0,0,17,7,4,7,4,2,1,0,1,0,1,0,1,16491080,,10409377,4,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,7,1,0,1,2,1,0,3,1,2,2,1,0,0,1,0,0,0,0,0,0,0,"Ten years after the invasion of Naboo, the galaxy is on the brink of civil war. Under the leadership of a renegade Jedi named Count Dooku, thousands of solar systems threaten to break away from the Galactic Republic. When an assassination attempt is made on Senator Padmv© Amidala, the former Queen of Naboo, twenty-year-old Jedi apprentice Anakin Skywalker is assigned to protect her. In the course of his mission, Anakin discovers his love for Padmv© as well as his own darker side. Soon, Anakin, Padmv©, and Obi-Wan Kenobi are drawn into the heart of the Separatist movement and the beginning of the Clone Wars."
1823,4000000,en,5.681582,1986-11-07,111,Medium,2826523,1,0,1,1,3,1986,11,0,7,31944703,0,3,1,1,0,0,0,0,3,0,0,0,0,0,0,0,1,0,1,0,1,,,,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,2,1,0,2,0,0,0,0,0,0,0,1,0,0,0,"Following their breakout success in England, flagship punk rock band the Sex Pistols venture out on their first U.S. tour. Temperamental bassist Sid Vicious takes his troubled girlfriend, Nancy Spungen, along for the ride. Along the way, the couple's turbulent relationship strains the patience of bandmate Johnny Rotten and manager Malcolm McLaren, while plunging Sid and Nancy into the depths of drug addiction and co-dependency."
1826,0,en,5.79907,1990-01-12,81,Short,5765562,1,0,1,1,3,1990,1,0,12,-50746591,0,1,1,1,0,0,0,0,3,0,0,2,1,0,0,1,0,0,0,1,0,,1261000,,2,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1,7,0,1,1,0,2,2,0,3,0,0,0,0,0,0,0,0,0,0,0,"A couple encounters a perverted gas station attendant who threatens them with a shotgun. They take a deserted path in Texas to seek help, but only meet up with a cannibalistic clan interested in helping themselves to fresh meat."
1827,6000000,en,4.619068,1990-06-07,105,Medium,24078196,1,0,1,1,6,1990,6,0,7,74205073,0,2,1,1,0,0,0,0,6,5,4,2,0,0,0,0,0,1,1,1,0,22812411,,,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,5,1,0,2,0,0,0,0,0,0,0,0,0,0,0,"Lyon Gaultier is a deserter in the Foreign Legion arriving in the USA entirely hard up. He finds his brother between life and death and his sister-in-law without the money needed to heal her husband and to maintain her child. To earn the money needed, Gaultier decides to take part in some very dangerous clandestine fights."
1854,0,en,11.266569,1987-11-25,90,Short,50504655,1,0,1,1,2,1987,11,0,25,31944703,0,1,1,1,0,0,0,0,2,6,6,0,0,0,0,0,1,0,1,0,0,78868508,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,9,0,3,5,3,1,7,7,0,3,0,0,0,0,0,1,0,0,0,0,0,"Eddie Murphy delights, shocks and entertains with dead-on celebrity impersonations, observations on '80s love, sex and marriage, a remembrance of Mom's hamburgers and much more."
1855,9000000,en,9.51953,2016-11-18,104,Medium,18803648,1,1,1,1,10,2016,11,0,18,31944703,0,2,1,1,0,0,0,0,10,8,7,2,2,1,1,1,1,0,0,0,1,,276921998,3400278,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,1,0,20,1,0,1,0,0,0,0,1,0,0,6,0,0,1,"Two high school girls are best friends until one dates the other's older brother, who is totally his sister's nemesis."
1859,1549000,cn,4.331811,2005-05-12,107,Medium,7096000,0,0,1,0,6,2005,5,0,12,21757736,0,4,2,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,1,1,,,,1,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,3,0,0,2,1,0,8,1,0,2,0,0,0,0,0,0,0,0,0,0,0,"After winning his first competition, Takumi focuses his attention on drift racing, a sport he has unknowingly perfected while delivering tofu in his father's Toyota AE86."
1828,0,ja,0.418197,2005-11-11,133,Large,33053559,0,1,1,0,1,2005,11,0,11,31944703,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,,,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Leaving her provincial home, teenage Mutsuko arrives in Tokyo by train to take a job in a major automotive company but finds that she is employed by a small auto repair shop owned by Norifumi Suzuki. Suzuki's hair-trigger temper is held somewhat in check by the motherly instincts of his wife, Tomoe, and his young son Ippei immediately bonds with Mutsuko as if she were his older sister. The Suzuki shop lies almost in the shadow of the Tokyo Tower as it rises steadily above the skyline during construction in 1958."
1829,50000000,en,9.645801,2002-04-19,120,Large,56714147,1,0,1,1,13,2002,4,0,19,-28405871,0,3,1,1,0,0,0,0,13,12,5,1,1,2,2,1,0,0,0,1,1,218613188,,,3,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,4,4,1,5,2,2,1,5,5,0,1,0,0,0,2,0,0,0,0,1,0,0,"Tenacious homicide detective Cassie Mayweather and her still-green partner are working a murder case, attempting to profile two malevolently brilliant young men: cold, calculating killers whose dark secrets might explain their crimes."
1830,0,en,6.653254,2007-02-09,96,Medium,19776159,1,0,1,1,12,2007,2,0,9,-15309317,0,4,2,1,1,0,0,0,12,9,3,12,3,1,1,1,0,0,0,1,1,53898845,313542341,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,1,0,3,3,0,1,0,0,0,0,1,1,0,1,1,0,1,"Adam Goldberg delivers ""an uproarious study in transatlantic culture panic"" as Jack, an anxious, hypochondriac-prone New Yorker vacationing throughout Europe with his breezy, free-spirited Parisian girlfriend, Marion. But when they make a two-day stop in Marion's hometown, the couple's romantic trip takes a turn as Jack is exposed to Marion's sexually perverse and emotionally unstable family."
1831,70000000,en,8.919469,1999-07-30,116,Medium,309457509,1,0,1,1,6,1999,7,0,30,40981593,0,4,1,1,0,0,0,0,6,15,7,13,3,10,2,1,0,1,0,1,0,363889678,159330280,103173635,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3,3,1,3,2,1,1,6,10,0,2,1,0,0,1,0,0,0,0,1,0,2,"Ike Graham, New York columnist, writes his text always at the last minute. This time, a drunken man in his favourite bar tells Ike about Maggie Carpenter, a woman who always flees from her grooms in the last possible moment. Ike, who does not have the best opinion about females anyway, writes an offensive column without researching the subject thoroughly."
1832,6500000,ru,0.877477,2011-01-19,102,Medium,9816332,0,0,1,0,0,2011,1,0,19,-50746591,0,1,1,0,0,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,,9713500,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"A third part of ""The Best Movie"" trilogy."
1833,1250000,fr,12.74564,1972-10-14,129,Large,36144000,0,0,1,1,13,1972,10,1,14,-28659422,0,3,2,1,1,0,0,0,13,6,1,0,0,2,0,0,0,0,1,0,1,245066411,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,2,0,1,1,0,3,1,0,0,1,0,0,0,0,0,0,1,A young Parisian woman begins a sordid affair with a middle-aged American businessman whom lays out ground rules that their clandestine relationship will be based only on sex.
1834,0,ko,3.631863,2015-08-05,124,Large,1200627,0,0,1,1,7,2015,8,1,5,-33273015,0,2,1,0,0,0,0,0,7,2,0,0,0,0,0,0,0,0,1,1,0,3848034,,,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,A detective pursues a man born from a wealthy family who runs a large corporation.
1835,0,en,1.298224,1993-09-14,96,Medium,102780,1,0,1,1,7,1993,9,1,14,-37667937,0,1,1,1,0,0,0,0,7,2,2,0,0,3,3,0,0,1,1,1,0,49797148,,78247647,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,3,0,3,3,1,2,5,8,0,2,1,0,0,0,1,1,0,0,0,0,0,"Brothers Vincent (rich) and Clay (poor) meet up for the first time after their father's funeral and remark on how similar they look. But unknown to Clay, who thinks his life is taking a turn for the better, Vince is actually plotting to kill him with a car bomb and pass the corpse off as his own, planning to start a new life elsewhere with his father's inheritance. But Clay survives the blast and has his face, memory and identity restored in hospital... but are they the right ones?"
